STATION,DATE,DP01,DP01_ATTRIBUTES,DP05,DP05_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES
RSM00034949,2000,102,r,,,55,r,,,,,0,r,117,r,32,r,126,r,17,r,583.5," ,r",,
RSM00034949,2001,133,r,,,67,r,,,,,0,r,103,r,30,r,119,r,24,r,553.7," ,r",,
RSM00034949,2002,116,r,,,55,r,,,,,6,r,80,r,38,r,129,r,11,r,651.1," ,r",,
RSM00034949,2003,90,r,,,41,r,,,,,0,r,127,r,35,r,130,r,4,r,514.8," ,r",,
RSM00034949,2004,153,r,,,78,r,,,,,0,r,102,r,28,r,131,r,2,r,756.7," ,r",,
RSM00034949,2005,109,r,,,48,r,,,,,1,r,98,r,29,r,145,r,13,r,478.3," ,r",,
RSM00034949,2006,113,r,,,54,r,,,,,5,r,103,r,41,r,138,r,30,r,529," ,r",,
RSM00034949,2007,110,r,,,54,r,,,,,,,,,29,r,142,r,42,r,472.3," ,r",,
RSM00034949,2008,101,r,,,54,r,,,,,8,r,84,r,57,r,123,r,22,r,479," ,r",,
RSM00034949,2009,115,r,,,63,r,,,,,0,r,94,r,21,r,127,r,17,r,612.7," ,r",,
RSM00034949,2010,117,r,,,53,r,,,,,2,r,77,r,29,r,146,r,36,r,563.4," ,r",,
RSM00034949,2011,134,r,,,56,r,,,,,0,r,135,r,53,r,134,r,14,r,559.8," ,r",,
RSM00034949,2012,108,r,,,51,r,,,,,16,r,109,r,63,r,170,r,14,r,471.8," ,r",,
RSM00034949,2013,120,E,,,59,E,,,,,0,E,100,E,18,E,142,E,6,E,652.4," ,E",,
RSM00034949,2014,118,E,,,62,E,,,,,4,E,121,E,37,E,134,E,18,E,622.9," ,E",,
RSM00034949,2015,109,E,,,57,E,,,,,2,E,104,E,19,E,144,E,25,E,528.5," ,E",,
RSM00034949,2016,140,E,,,73,E,,,,,5,E,96,E,36,E,125,E,15,E,648.1," ,E",,
RSM00034949,2017,118,E,,,62,E,,,,,2,E,89,E,30,E,129,E,25,E,627," ,E",,
RSM00034949,2018,114,E,,,59,E,,,,,0,E,117,E,28,E,154,E,25,E,523.9," ,E",,
RSM00034949,2019,,,,,,,,,,,,,,,,,,,,,,,,
RSM00034954,1961,108,I,,,58,I,,,,,,,,,,,,,,,554.9," ,I",,
RSM00034954,1962,74,I,,,34,I,,,,,,,,,,,,,,,318.8," ,I",,
RSM00034954,1963,96,I,,,46,I,,,,,,,,,,,,,,,379.3," ,I",,
RSM00034954,1964,85,I,,,40,I,,,,,,,,,,,,,,,425.2," ,I",,
RSM00034954,1965,88,I,,,39,I,,,,,,,,,,,,,,,398.2," ,I",,
RSM00034954,1967,101,I,,,49,I,,,,,,,,,,,,,,,619," ,I",,
RSM00034954,1968,93,I,,,39,I,,,,,,,,,,,,,,,479.7," ,I",,
RSM00034954,1969,91,I,,,35,I,,,,,,,,,,,,,,,302.7," ,I",,
RSM00034954,1970,110,I,,,48,I,,,,,,,,,,,,,,,481.8," ,I",,
RSM00034954,1971,89,I,,,43,I,,,,,,,,,,,,,,,455," ,I",,
RSM00034954,1972,83,I,,,41,I,,,,,,,,,,,,,,,461.8," ,I",,
RSM00034954,1973,105,I,,,54,I,,,,,,,,,,,,,,,435.1," ,I",,
RSM00034954,1974,95,I,,,43,I,,,,,,,,,,,,,,,377.9," ,I",,
RSM00034954,1975,88,I,,,46,I,,,,,,,,,,,,,,,524.4," ,I",,
RSM00034954,1976,110,I,,,49,I,,,,,,,,,,,,,,,518.7," ,I",,
RSM00034954,1977,103,I,,,51,I,,,,,,,,,,,,,,,560.1," ,I",,
RSM00034954,1978,110,I,,,51,I,,,,,,,,,,,,,,,370.7," ,I",,
RSM00034954,1979,115,I,,,46,I,,,,,,,,,,,,,,,565.3," ,I",,
RSM00034954,1980,112,I,,,50,I,,,,,,,,,,,,,,,529.2," ,I",,
RSM00034954,1981,104,I,,,49,I,,,,,,,,,,,,,,,457.2," ,I",,
RSM00034954,1982,90,I,,,41,I,,,,,,,,,,,,,,,466.1," ,I",,
RSM00034954,1983,103,I,,,47,I,,,,,,,,,,,,,,,476.7," ,I",,
RSM00034954,1985,93,I,,,48,I,,,,,,,,,,,,,,,442.5," ,I",,
RSM00034954,1986,84,I,,,43,I,,,,,,,,,,,,,,,385.1," ,I",,
RSM00034954,1987,122,I,,,57,I,,,,,,,,,,,,,,,705.9," ,I",,
RSM00034954,1988,120,I,,,64,I,,,,,,,,,,,,,,,701.8," ,I",,
RSM00034954,1990,103,I,,,53,I,,,,,,,,,,,,,,,459.7," ,I",,
RSM00034954,1991,116,I,,,54,I,,,,,,,,,,,,,,,475.4," ,I",,
RSM00034954,1992,130,I,,,65,I,,,,,,,,,,,,,,,703.2," ,I",,
RSM00034954,1993,108,I,,,60,I,,,,,,,,,,,,,,,451," ,I",,
RSM00034954,1994,100,I,,,42,I,,,,,,,,,,,,,,,353.3," ,I",,
RSM00034954,1995,110,I,,,46,I,,,,,,,,,,,,,,,532.3," ,I",,
RSM00034954,2001,,,,,,,,,,,,,,,17,S,143,S,37,S,,,,
RSM00034954,2005,,,,,,,,,,,,,,,18,S,150,S,28,S,,,,
RSM00034958,1961,112,I,,,60,I,,,,,,,,,,,,,,,506.5," ,I",,
RSM00034958,1962,77,I,,,31,I,,,,,,,,,,,,,,,349.1," ,I",,
RSM00034958,1963,95,I,,,37,I,,,,,,,,,,,,,,,328.8," ,I",,
RSM00034958,1964,77,I,,,39,I,,,,,,,,,,,,,,,323.4," ,I",,
RSM00034958,1967,97,I,,,46,I,,,,,,,,,,,,,,,490.5," ,I",,
RSM00034958,1968,104,I,,,38,I,,,,,,,,,,,,,,,399.3," ,I",,
RSM00034958,1969,107,I,,,46,I,,,,,,,,,,,,,,,396.7," ,I",,
RSM00034958,1970,112,I,,,46,I,,,,,,,,,,,,,,,496.3," ,I",,
RSM00034958,1971,88,I,,,46,I,,,,,,,,,,,,,,,452," ,I",,
RSM00034958,1972,76,I,,,36,I,,,,,,,,,,,,,,,447.5," ,I",,
RSM00034958,1973,100,I,,,42,I,,,,,,,,,,,,,,,524.7," ,I",,
RSM00034958,1974,99,I,,,31,I,,,,,,,,,,,,,,,270.2," ,I",,
RSM00034958,1975,81,I,,,36,I,,,,,,,,,,,,,,,306.9," ,I",,
RSM00034958,1976,91,I,,,36,I,,,,,,,,,,,,,,,306.5," ,I",,
RSM00034958,1977,102,I,,,49,I,,,,,,,,,,,,,,,488," ,I",,
RSM00034958,1978,107,I,,,44,I,,,,,,,,,,,,,,,365.5," ,I",,
RSM00034958,1979,120,I,,,50,I,,,,,,,,,,,,,,,460.4," ,I",,
RSM00034958,1980,108,I,,,47,I,,,,,,,,,,,,,,,452.7," ,I",,
RSM00034958,1981,107,I,,,43,I,,,,,,,,,,,,,,,449.2," ,I",,
RSM00034958,1982,78,I,,,42,I,,,,,,,,,,,,,,,418.9," ,I",,
RSM00034958,1983,93,I,,,46,I,,,,,,,,,,,,,,,443.5," ,I",,
RSM00034958,1984,91,I,,,33,I,,,,,,,,,,,,,,,398.1," ,I",,
RSM00034958,1985,94,I,,,43,I,,,,,,,,,,,,,,,417.9," ,I",,
RSM00034958,1986,87,I,,,37,I,,,,,,,,,,,,,,,329.6," ,I",,
RSM00034958,1987,114,I,,,55,I,,,,,,,,,,,,,,,578.8," ,I",,
RSM00034958,1988,119,I,,,55,I,,,,,,,,,,,,,,,497," ,I",,
RSM00034958,1990,110,I,,,53,I,,,,,,,,,,,,,,,379.8," ,I",,
RSM00034958,1991,121,I,,,50,I,,,,,,,,,,,,,,,462.9," ,I",,
RSM00034958,1992,139,I,,,70,I,,,,,,,,,,,,,,,725.3," ,I",,
RSM00034958,1993,127,I,,,55,I,,,,,,,,,,,,,,,517.4," ,I",,
RSM00034958,1994,103,I,,,40,I,,,,,,,,,,,,,,,365.3," ,I",,
RSM00034958,1995,126,I,,,42,I,,,,,,,,,,,,,,,489.1," ,I",,
RSM00034964,1961,97,I,,,47,I,,,,,,,,,,,,,,,382," ,I",,
RSM00034964,1962,71,I,,,23,I,,,,,,,,,,,,,,,205.9," ,I",,
RSM00034964,1963,89,I,,,36,I,,,,,,,,,,,,,,,328.2," ,I",,
RSM00034964,1964,75,I,,,34,I,,,,,,,,,,,,,,,289.5," ,I",,
RSM00034964,1965,82,I,,,33,I,,,,,,,,,,,,,,,308.8," ,I",,
RSM00034964,1967,89,I,,,48,I,,,,,,,,,,,,,,,490.7," ,I",,
RSM00034964,1968,80,I,,,34,I,,,,,,,,,,,,,,,341.7," ,I",,
RSM00034964,1969,93,I,,,36,I,,,,,,,,,,,,,,,347.1," ,I",,
RSM00034964,1970,86,I,,,38,I,,,,,,,,,,,,,,,320.6," ,I",,
RSM00034964,1971,87,I,,,31,I,,,,,,,,,,,,,,,352.3," ,I",,
RSM00034964,1972,70,I,,,30,I,,,,,,,,,,,,,,,292.6," ,I",,
RSM00034964,1973,81,I,,,39,I,,,,,,,,,,,,,,,416.6," ,I",,
RSM00034964,1974,75,I,,,30,I,,,,,,,,,,,,,,,271.7," ,I",,
RSM00034964,1975,65,I,,,25,I,,,,,,,,,,,,,,,185.5," ,I",,
RSM00034964,1977,88,I,,,47,I,,,,,,,,,,,,,,,464.5," ,I",,
RSM00034964,1978,96,I,,,40,I,,,,,,,,,,,,,,,392.1," ,I",,
RSM00034964,1979,95,I,,,34,I,,,,,,,,,,,,,,,328.7," ,I",,
RSM00034964,1980,95,I,,,42,I,,,,,,,,,,,,,,,391.4," ,I",,
RSM00034964,1981,98,I,,,46,I,,,,,,,,,,,,,,,453.9," ,I",,
RSM00034964,1982,71,I,,,30,I,,,,,,,,,,,,,,,333.4," ,I",,
RSM00034964,1983,89,I,,,47,I,,,,,,,,,,,,,,,427.5," ,I",,
RSM00034964,1984,75,I,,,28,I,,,,,,,,,,,,,,,307.7," ,I",,
RSM00034964,1985,82,I,,,37,I,,,,,,,,,,,,,,,398.2," ,I",,
RSM00034964,1986,71,I,,,26,I,,,,,,,,,,,,,,,289.8," ,I",,
RSM00034964,1987,118,I,,,57,I,,,,,,,,,,,,,,,572.8," ,I",,
RSM00034964,1988,97,I,,,45,I,,,,,,,,,,,,,,,428.7," ,I",,
RSM00034964,1990,99,I,,,49,I,,,,,,,,,,,,,,,400.6," ,I",,
RSM00034964,1991,97,I,,,44,I,,,,,,,,,,,,,,,436.2," ,I",,
RSM00034964,1992,120,I,,,55,I,,,,,,,,,,,,,,,594.9," ,I",,
RSM00034964,1993,88,I,,,40,I,,,,,,,,,,,,,,,355.2," ,I",,
RSM00034964,1994,85,I,,,36,I,,,,,,,,,,,,,,,274.3," ,I",,
RSM00034964,1995,82,I,,,37,I,,,,,,,,,,,,,,,456.5," ,I",,
RSM00037036,1961,106,I,,,64,I,,,,,,,,,,,,,,,602.3," ,I",,
RSM00037036,1962,84,I,,,43,I,,,,,,,,,,,,,,,436.8," ,I",,
RSM00037036,1963,105,I,,,56,I,,,,,,,,,,,,,,,549.2," ,I",,
RSM00037036,1964,98,I,,,52,I,,,,,,,,,,,,,,,578.8," ,I",,
RSM00037036,1965,87,I,,,49,I,,,,,,,,,,,,,,,520.9," ,I",,
RSM00037036,1967,109,I,,,64,I,,,,,,,,,,,,,,,623.4," ,I",,
RSM00037036,1968,98,I,,,48,I,,,,,,,,,,,,,,,598," ,I",,
RSM00037036,1969,98,I,,,44,I,,,,,,,,,,,,,,,385.9," ,I",,
RSM00037036,1970,101,I,,,54,I,,,,,,,,,,,,,,,538.7," ,I",,
RSM00037036,1971,89,I,,,46,I,,,,,,,,,,,,,,,407.2," ,I",,
RSM00037036,1972,107,I,,,61,I,,,,,,,,,,,,,,,644.2," ,I",,
RSM00037036,1973,120,I,,,70,I,,,,,,,,,,,,,,,610.6," ,I",,
RSM00037036,1974,94,I,,,47,I,,,,,,,,,,,,,,,378.7," ,I",,
RSM00037036,1975,107,I,,,61,I,,,,,,,,,,,,,,,649.4," ,I",,
RSM00037036,1976,108,I,,,55,I,,,,,,,,,,,,,,,590.7," ,I",,
RSM00037036,1977,122,I,,,61,I,,,,,,,,,,,,,,,629.2," ,I",,
RSM00037036,1978,120,I,,,61,I,,,,,,,,,,,,,,,524.8," ,I",,
RSM00037036,1979,101,I,,,45,I,,,,,,,,,,,,,,,475.8," ,I",,
RSM00037036,1980,111,I,,,60,I,,,,,,,,,,,,,,,591.4," ,I",,
RSM00037036,1981,112,I,,,57,I,,,,,,,,,,,,,,,468," ,I",,
RSM00037036,1982,112,I,,,57,I,,,,,,,,,,,,,,,498.7," ,I",,
RSM00037036,1984,105,I,,,50,I,,,,,,,,,,,,,,,583.8," ,I",,
RSM00037036,1985,114,I,,,58,I,,,,,,,,,,,,,,,571.7," ,I",,
RSM00037036,1986,90,I,,,45,I,,,,,,,,,,,,,,,457.7," ,I",,
RSM00037036,1987,115,I,,,63,I,,,,,,,,,,,,,,,694.1," ,I",,
RSM00037036,1988,130,I,,,70,I,,,,,,,,,,,,,,,702.8," ,I",,
RSM00037036,1990,115,I,,,49,I,,,,,,,,,,,,,,,436.9," ,I",,
RSM00037036,1991,107,I,,,50,I,,,,,,,,,,,,,,,576.2," ,I",,
RSM00037036,1992,139,I,,,73,I,,,,,,,,,,,,,,,762.5," ,I",,
RSM00037036,1993,121,I,,,67,I,,,,,,,,,,,,,,,722.9," ,I",,
RSM00037036,1994,100,I,,,56,I,,,,,,,,,,,,,,,474.2," ,I",,
RSM00037036,1995,100,I,,,52,I,,,,,,,,,,,,,,,593.8," ,I",,
RSM00037050,1961,125,r,,,63,r,,,,,1,r,106,r,23,r,119,r,4,r,516.3," ,r",,
RSM00037050,1962,93,r,,,42,r,,,,,0,r,119,r,27,r,126,r,8,r,482.9," ,r",,
RSM00037050,1963,121,r,,,54,r,,,,,3,r,136,r,50,r,113,r,2,r,530.1," ,r",,
RSM00037050,1964,94,r,,,44,r,,,,,6,r,136,r,49,r,107,r,0,r,476.6," ,r",,
RSM00037050,1965,106,r,,,45,r,,,,,2,r,154,r,46,r,122,r,4,r,407.4," ,r",,
RSM00037050,1966,143,r,,,49,r,,,,,1,r,87,r,12,r,119,r,7,r,615.6," ,r",,
RSM00037050,1967,124,r,,,66,r,,,,,4,r,140,r,38,r,110,r,0,r,611.1," ,r",,
RSM00037050,1968,133,r,,,48,r,,,,,5,r,130,r,43,r,132,r,7,r,474.2," ,r",,
RSM00037050,1969,139,r,,,64,r,,,,,12,r,149,r,68,r,123,r,10,r,605.3," ,r",,
RSM00037050,1970,134,r,,,67,r,,,,,1,r,122,r,42,r,112,r,3,r,658.6," ,r",,
RSM00037050,1971,111,r,,,39,r,,,,,2,r,137,r,22,r,126,r,9,r,408.1," ,r",,
RSM00037050,1972,119,r,,,49,r,,,,,25,r,140,r,65,r,133,r,11,r,512.4," ,r",,
RSM00037050,1973,123,r,,,52,r,,,,,7,r,140,r,24,r,114,r,0,r,678," ,r",,
RSM00037050,1974,138,r,,,48,r,,,,,3,r,137,r,65,r,112,r,0,r,490.9," ,r",,
RSM00037050,1975,116,r,,,52,r,,,,,3,r,139,r,37,r,144,r,7,r,661," ,r",,
RSM00037050,1976,136,r,,,58,r,,,,,13,r,149,r,65,r,108,r,3,r,532.1," ,r",,
RSM00037050,1977,139,r,,,67,r,,,,,13,r,131,r,41,r,137,r,2,r,584," ,r",,
RSM00037050,1978,127,r,,,55,r,,,,,3,r,129,r,37,r,101,r,3,r,559.9," ,r",,
RSM00037050,1979,99,r,,,41,r,,,,,2,r,116,r,38,r,142,r,10,r,352.8," ,r",,
RSM00037050,1980,138,r,,,52,r,,,,,6,r,126,r,44,r,109,r,3,r,564," ,r",,
RSM00037050,1981,,,,,,,,,,,,,,,,,,,,,,,,
RSM00037050,1982,115,r,,,53,r,,,,,6,r,143,r,46,r,120,r,0,r,561.8," ,r",,
RSM00037050,1983,109,r,,,49,r,,,,,2,r,132,r,31,r,118,r,2,r,495.1," ,r",,
RSM00037050,1984,156,r,,,62,r,,,,,,,,,,,,,,,739," ,r",,
RSM00037050,1985,121,r,,,54,r,,,,,2,r,129,r,52,r,122,r,1,r,582.1," ,r",,
RSM00037050,1986,102,r,,,33,r,,,,,1,r,139,r,37,r,128,r,6,r,360.3," ,r",,
RSM00037050,1987,154,r,,,63,r,,,,,2,r,148,r,41,r,115,r,4,r,658.6," ,r",,
RSM00037050,1988,137,r,,,62,r,,,,,3,r,149,r,38,r,117,r,1,r,572.2," ,r",,
RSM00037050,1989,121,r,,,54,r,,,,,3,r,115,r,19,r,125,r,0,r,562.4," ,r",,
RSM00037050,1990,116,r,,,56,r,,,,,2,r,116,r,25,r,129,r,0,r,520.3," ,r",,
RSM00037050,1991,126,r,,,52,r,,,,,9,r,120,r,54,r,129,r,10,r,460.4," ,r",,
RSM00037050,1992,150,r,,,75,r,,,,,2,r,151,r,44,r,104,r,0,r,704.6," ,r",,
RSM00037050,1993,123,r,,,64,r,,,,,13,r,149,r,59,r,109,r,0,r,522.2," ,r",,
RSM00037050,1994,,,,,,,,,,,,,,,,,,,,,,,,
RSM00037050,1996,139,r,,,52,r,,,,,0,r,129,r,51,r,112,r,8,r,534.1," ,r",,
RSM00037050,1997,135,r,,,66,r,,,,,3,r,140,r,23,r,124,r,0,r,775.5," ,r",,
RSM00037054,1961,101,r,,,46,r,,,,,1,r,87,r,26,r,129,r,10,r,470.6," ,r",,
RSM00037054,1962,78,r,,,35,r,,,,,0,r,106,r,27,r,138,r,22,r,379.9," ,r",,
RSM00037054,1963,103,r,,,56,r,,,,,1,r,124,r,42,r,137,r,8,r,532.2," ,r",,
RSM00037054,1966,117,r,,,42,r,,,,,,,,,9,r,138,r,28,r,443.1," ,r",,
RSM00037054,1967,103,r,,,50,r,,,,,5,r,137,r,33,r,140,r,0,r,566.1," ,r",,
RSM00037054,1968,104,r,,,44,r,,,,,7,r,120,r,47,r,147,r,10,r,385.4," ,r",,
RSM00037054,1969,125,r,,,50,r,,,,,12,r,148,r,66,r,138,r,21,r,495.4," ,r",,
RSM00037054,1970,130,r,,,55,r,,,,,2,r,118,r,38,r,136,r,9,r,572.9," ,r",,
RSM00037054,1971,110,r,,,42,r,,,,,2,r,122,r,23,r,141,r,19,r,484.1," ,r",,
RSM00037054,1972,110,r,,,44,r,,,,,26,r,131,r,69,r,151,r,33,r,456.5," ,r",,
RSM00037054,1973,113,r,,,51,r,,,,,,,,,,,,,,,634.1," ,r",,
RSM00037054,1974,118,r,,,47,r,,,,,7,r,119,r,68,r,141,r,4,r,439," ,r",,
RSM00037054,1975,101,S,,,43,S,,,,,,,,,,,,,,,439.4," ,S",,
RSM00037054,1976,130,r,,,57,r,,,,,,,,,,,,,,,433.5," ,r",,
RSM00037054,1977,141,r,,,66,r,,,,,14,r,117,r,52,r,149,r,5,r,591.8," ,r",,
RSM00037054,1978,112,r,,,46,r,,,,,3,r,108,r,40,r,118,r,4,r,434.9," ,r",,
RSM00037054,1979,97,r,,,37,r,,,,,3,r,101,r,36,r,150,r,25,r,347.4," ,r",,
RSM00037054,1980,121,r,,,51,r,,,,,4,r,112,r,43,r,124,r,18,r,503.5," ,r",,
RSM00037054,1981,112,r,,,53,r,,,,,0,r,92,r,18,r,129,r,20,r,398.3," ,r",,
RSM00037054,1982,112,r,,,60,r,,,,,8,r,130,r,44,r,143,r,1,r,585.6," ,r",,
RSM00037054,1983,99,r,,,50,r,,,,,2,r,121,r,32,r,148,r,14,r,527.1," ,r",,
RSM00037054,1984,133,r,,,56,r,,,,,3,r,125,r,69,r,138,r,6,r,575.2," ,r",,
RSM00037054,1985,114,r,,,57,r,,,,,1,r,130,r,58,r,136,r,11,r,611.4," ,r",,
RSM00037054,1986,93,r,,,31,r,,,,,3,r,126,r,37,r,150,r,25,r,373.1," ,r",,
RSM00037054,1987,133,r,,,65,r,,,,,3,r,134,r,39,r,137,r,9,r,573.6," ,r",,
RSM00037054,1988,122,r,,,53,r,,,,,5,r,131,r,37,r,142,r,11,r,444.9," ,r",,
RSM00037054,1989,107,r,,,51,r,,,,,2,r,105,r,16,r,146,r,8,r,544," ,r",,
RSM00037054,1990,116,r,,,55,r,,,,,3,r,92,r,25,r,148,r,12,r,493.7," ,r",,
RSM00037054,1991,104,r,,,56,r,,,,,7,r,107,r,45,r,150,r,19,r,559," ,r",,
RSM00037054,1992,145,r,,,67,r,,,,,2,r,131,r,38,r,119,r,2,r,610.6," ,r",,
RSM00037054,1993,117,r,,,56,r,,,,,10,r,136,r,52,r,135,r,4,r,505," ,r",,
RSM00037054,1994,98,r,,,35,r,,,,,8,r,135,r,48,r,156,r,11,r,342.1," ,r",,
RSM00037054,1995,110,r,,,48,r,,,,,3,r,115,r,34,r,136,r,18,r,591.4," ,r",,
RSM00037054,1996,129,r,,,45,r,,,,,0,r,120,r,46,r,130,r,18,r,477.4," ,r",,
RSM00037054,1997,,,,,,,,,,,,,,,26,r,134,r,1,r,,,,
RSM00037054,1998,,,,,,,,,,,,,,,35,r,158,r,43,r,,,,
RSM00037054,1999,108,r,,,42,r,,,,,0,r,114,r,9,r,145,r,41,r,421.4," ,r",,
RSM00037054,2000,96,r,,,49,r,,,,,0,r,118,r,16,r,143,r,38,r,498.9," ,r",,
RSM00037054,2001,119,r,,,42,r,,,,,1,r,115,r,27,r,135,r,30,r,474.9," ,r",,
RSM00037054,2002,120,r,,,50,r,,,,,7,r,103,r,34,r,144,r,17,r,590.8," ,r",,
RSM00037054,2003,124,r,,,42,r,,,,,0,r,132,r,36,r,140,r,9,r,542.3," ,r",,
RSM00037054,2004,121,r,,,51,r,,,,,0,r,105,r,20,r,154,r,8,r,634.5," ,r",,
RSM00037054,2005,119,r,,,60,r,,,,,4,r,109,r,21,r,155,r,25,r,569.7," ,r",,
RSM00037054,2006,105,r,,,51,r,,,,,9,r,112,r,35,r,148,r,40,r,511," ,r",,
RSM00037054,2007,96,r,,,46,r,,,,,3,r,112,r,12,r,149,r,58,r,470," ,r",,
RSM00037054,2008,120,r,,,45,r,,,,,14,r,100,r,49,r,133,r,28,r,474," ,r",,
RSM00037054,2009,117,r,,,55,r,,,,,1,r,96,r,10,r,134,r,18,r,547.4," ,r",,
RSM00037054,2010,117,r,,,53,r,,,,,4,r,92,r,25,r,151,r,41,r,510.1," ,r",,
RSM00037054,2011,122,r,,,56,r,,,,,2,r,128,r,42,r,145,r,20,r,496.8," ,r",,
RSM00037054,2012,103,r,,,51,r,,,,,15,r,106,r,48,r,187,r,24,r,624.9," ,r",,
RSM00037054,2013,100,E,,,46,E,,,,,0,E,103,E,9,E,159,E,18,E,505.8," ,E",,
RSM00037054,2014,110,E,,,50,E,,,,,3,E,105,E,28,E,153,E,39,E,494.4," ,E",,
RSM00037054,2015,101,E,,,44,E,,,,,1,E,102,E,10,E,156,E,39,E,404.3," ,E",,
RSM00037054,2016,127,E,,,65,E,,,,,4,E,105,E,21,E,150,E,37,E,646.7," ,E",,
RSM00037054,2017,102,E,,,52,E,,,,,2,E,99,E,22,E,146,E,45,E,469.2," ,E",,
RSM00037054,2018,111,E,,,53,E,,,,,0,E,95,E,21,E,167,E,37,E,489.6," ,E",,
RSM00037054,2019,,,,,,,,,,,,,,,,,,,,,,,,
RSM00037058,1961,117,I,,,58,I,,,,,,,,,,,,,,,541.9," ,I",,
RSM00037058,1962,90,I,,,35,I,,,,,,,,,,,,,,,422.1," ,I",,
RSM00037058,1963,116,I,,,46,I,,,,,,,,,,,,,,,389.9," ,I",,
RSM00037058,1964,112,I,,,44,I,,,,,,,,,,,,,,,497.4," ,I",,
RSM00037058,1967,120,I,,,54,I,,,,,,,,,,,,,,,707.4," ,I",,
RSM00037058,1968,127,I,,,46,I,,,,,,,,,,,,,,,510.1," ,I",,
RSM00037058,1969,139,I,,,55,I,,,,,,,,,,,,,,,547.6," ,I",,
RSM00037058,1970,144,I,,,64,I,,,,,,,,,,,,,,,666.8," ,I",,
RSM00037058,1971,130,I,,,42,I,,,,,,,,,,,,,,,404.7," ,I",,
RSM00037058,1972,130,I,,,49,I,,,,,,,,,,,,,,,652," ,I",,
RSM00037058,1974,125,I,,,45,I,,,,,,,,,,,,,,,466.6," ,I",,
RSM00037058,1975,121,I,,,39,I,,,,,,,,,,,,,,,403.3," ,I",,
RSM00037058,1976,153,I,,,59,I,,,,,,,,,,,,,,,484.6," ,I",,
RSM00037058,1977,144,I,,,57,I,,,,,,,,,,,,,,,515.9," ,I",,
RSM00037058,1978,124,I,,,49,I,,,,,,,,,,,,,,,459.8," ,I",,
RSM00037058,1979,128,I,,,50,I,,,,,,,,,,,,,,,412.6," ,I",,
RSM00037058,1980,141,I,,,57,I,,,,,,,,,,,,,,,577.5," ,I",,
RSM00037058,1981,157,I,,,50,I,,,,,,,,,,,,,,,541.3," ,I",,
RSM00037058,1982,128,I,,,58,I,,,,,,,,,,,,,,,642," ,I",,
RSM00037058,1983,100,I,,,47,I,,,,,,,,,,,,,,,460," ,I",,
RSM00037058,1984,147,I,,,68,I,,,,,,,,,,,,,,,640.3," ,I",,
RSM00037058,1985,136,I,,,49,I,,,,,,,,,,,,,,,599.9," ,I",,
RSM00037058,1986,110,I,,,40,I,,,,,,,,,,,,,,,402.4," ,I",,
RSM00037058,1987,146,I,,,63,I,,,,,,,,,,,,,,,670.3," ,I",,
RSM00037058,1988,130,I,,,61,I,,,,,,,,,,,,,,,497.4," ,I",,
RSM00037058,1990,109,I,,,54,I,,,,,,,,,,,,,,,464.5," ,I",,
RSM00037058,1991,125,I,,,56,I,,,,,,,,,,,,,,,514.6," ,I",,
RSM00037058,1992,165,I,,,68,I,,,,,,,,,,,,,,,760.6," ,I",,
RSM00037058,1993,142,I,,,63,I,,,,,,,,,,,,,,,562.4," ,I",,
RSM00037058,1994,112,I,,,44,I,,,,,,,,,,,,,,,333.8," ,I",,
RSM00037058,1995,123,I,,,52,I,,,,,,,,,,,,,,,635.7," ,I",,
RSM00037061,1961,101,r,,,47,r,,,,,1,r,88,r,22,r,131,r,30,r,427.8," ,r",,
RSM00037061,1962,81,r,,,30,r,,,,,0,r,103,r,25,r,153,r,41,r,300.7," ,r",,
RSM00037061,1963,108,r,,,45,r,,,,,1,r,121,r,49,r,154,r,21,r,427.7," ,r",,
RSM00037061,1964,91,r,,,38,r,,,,,2,r,117,r,43,r,146,r,15,r,425.2," ,r",,
RSM00037061,1965,95,r,,,37,r,,,,,2,r,122,r,50,r,146,r,34,r,347.1," ,r",,
RSM00037061,1967,109,r,,,43,r,,,,,5,r,121,r,43,r,144,r,13,r,499.8," ,r",,
RSM00037061,1968,110,r,,,39,r,,,,,3,r,114,r,25,r,153,r,24,r,412.6," ,r",,
RSM00037061,1969,106,r,,,39,r,,,,,,,,,,,,,,,341.6," ,r",,
RSM00037061,1970,124,r,,,42,r,,,,,2,r,104,r,35,r,149,r,30,r,397.6," ,r",,
RSM00037061,1971,100,r,,,38,r,,,,,1,r,104,r,19,r,157,r,38,r,350.3," ,r",,
RSM00037061,1972,96,r,,,31,r,,,,,27,r,115,r,69,r,165,r,60,r,324.7," ,r",,
RSM00037061,1973,101,r,,,41,r,,,,,,,,,,,,,,,453.1," ,r",,
RSM00037061,1974,108,S,,,32,S,,,,,,,,,52,S,147,S,17,S,326.1," ,S",,
RSM00037061,1975,91,r,,,25,r,,,,,0,r,113,r,23,r,174,r,59,r,299.2," ,r",,
RSM00037061,1976,105,S,,,28,S,,,,,,,,,,,,,,,305.5," ,S",,
